text,label,review_date
"Always a nice experience!
It was so nice that we could stop by and get some drinks and cake even when we didn't have a reservation. They let us sit at the bar and what a pleasant bartender they have. Never had the drink with the hibiscus flower and I 100% recommend it!",positive,2022-01-12
"Listen. I read through everyone's reviews prior to going to Farmacy Vegan today. 

I WILL RETURN. 

Location:
-I went around 12:30 pm, so I didn't experience any parking or traffic issues. Just parked on the street and walked a block.
-Finding the location within the Duckweed Urban Grocery store was easy.

Food:
-Churro Whoopi's Pie was perfection ... 10/10
-The Classic Philly Cheesesteak was great ... 8/10
-The Jerk Pasta Salad was amazing. The only downfall was too much sauce (for me) ... 9/10

Price:
-$$ 
-I mean, it's vegan food. Anything healthy costs these days (unfortunately). 
-Don't let that stop you. Just give the place a try. Splurge one time and you won't regret it. 

Sorry, no pictures. I was hungry, and excited.",positive,2022-01-11
"Lovely fresh mini donuts  .
Pricing is reasonable and the donuts 
are delicious!
You can get a single mini donut  
or you can build a box.
This business also sells coffee and ice cream.",positive,2022-01-15
"Absolutely heavenly baked goods! Like, unreal how good they are. I also got a grilled cheese, which was divine and came with a nice side salad, making it a complete meal for a decent price, which I totally appreciated. I also got a chai latte which was windy and not overly sweet.",positive,2022-01-10
Really good gelato. So tasty and great flavors. Amazing spot with old fashioned Italian music piped into the outdoor seating area.,positive,2022-01-09
"Had to stop at this staple! 

Was planning on going here way before our trip. After learning the actual history of this cafe made us want to go even more as it's more than just a cafe. 

It was started by a slave named Rose Nicaud. She purchased her freedom by selling coffee and beignets on Sundays on a push cart in the early 1800s. She saved the portion she was allowed to keep until she had enough to buy her freedom. 

The beignets were pillowy goodness!! There isn't any sugar in the dough itself...all the sugar is the powdered sugar on top. Flavor is delish and fresh. 

The coffee is delish as well. It's made with chicory which gives it its unique taste. 

It is cash only. Yelp states they take cards, but that isn't the case. 

There is plenty of seating but I suggest getting there early as they get crowded quickly.",positive,2022-01-10
Worst dunkin experience ever. Longest I've ever waited for 4 people in line. Absolutely horrible made drinks,negative,2022-01-12
Had a great lunch here. The Diego Rivera chicken sandwich was super tasty. Can't go wrong with a sandwich that includes a chili relleno!  Friendly and quick service too.,positive,2022-01-14
"The ladies working here were extremely rude. I came in with my husband and all he wanted was a cold brew. They didn't have it, fine. I ordered the Tres Leches latte. They looked at me a little confused and even worse when I asked for milk substitutes. They started telling me they can't make it without whole milk even though tres leches means there are three milks in there. Whatever. Then when I'm paying, IN FRONT OF ME they are cackling about how no one ever orders that drink, I have not even left the counter and they are laughing about my drink order. When I got it, wasn't even worth it, tasted like water and I threw it out on my way out the door. For the kind of reviews they had, and it being my first time, I was expecting a lot more.",negative,2022-01-10
Love this place! Amazing food! Everything is fresh tasting and the ambiance is very relaxed and easy to come and go.,positive,2022-01-12
"One of the best meals we've ever had. Many complex flavors, reasonably priced, and cozy atmosphere. We'll be back again.",positive,2022-01-16
We stopped in for breakfast today. The imaginative menu made it difficult to choose what to try on my first visit. Finally I settled on the Mexitartine. Delicious. Filling. I can't wait to get hungry again so I can return and try more dishes.,positive,2022-01-14
"Noticed a new café had opened on South Broad and stopped to in to try Palo de Azúcar. Very well decorated and modern inside, with lots of cute coffee-related decor. My favorite touch is the ""Welcome"" above the menu written in three different languages (Spanish, Italian, and Polish), signifying three important immigrant groups in the city of Trenton. Plenty of seating inside and an outdoor dining structure, too. The menu on the wall is large and detailed but I wish it had the prices written on it.

Really enjoyed the iced mocha latte and it's become my go-to at Palo de Azúcar. I also recommend trying some of the baked goods. The pastelito dominicano with chicken was so good and filling!",positive,2022-01-17
